Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
57.46495499708974 0.021461031599248417 0.017865593749999988 0.0035954378492484285 0.477434083 0.478728902 0.487304387 0.129949918 0.02105009
62.26757661674854 0.026337562311657597 0.018104754166666653 0.008232808144990944 0.477353107 0.478700626 0.487390908 0.13065016 0.0203498469
59.18167842015906 0.023264152106572223 0.01795424791666671 0.005309904189905512 0.47740429 0.478718335 0.487336374 0.130208802 0.0207912055
61.57039878293602 0.025661115928246263 0.01807170624999998 0.007589409678246284 0.477364415 0.478704485 0.487378904 0.130553007 0.0204470001
62.910046570665315 0.026952101738026375 0.01813474999999993 0.008817351738026447 0.477342813 0.478697134 0.487401814 0.130738426 0.0202615808
50.0 0.022157210639992462 0.01743097708333333 0.004726233556659132 0.477576321 0.478782267 0.487149136 0.128693347 0.0223066627
53.44766113820366 0.018336271392813047 0.017642516666666747 0.0006937547261463006 0.477507892 0.478755956 0.487224364 0.129302251 0.0216977583
64.99954828850821 0.028894536377755943 0.018229341666666767 0.010665194711089176 0.477310146 0.478686207 0.487436291 0.131017449 0.0199825563
55.23449126011921 0.01900915909038063 0.017744622916666605 0.001264536173714026 0.477474327 0.478743481 0.4872609 0.129597952 0.0214020562
51.79928414661931 0.02012183587474368 0.01754390625 0.00257792962474368 0.477539977 0.478768137 0.487189212 0.129017741 0.0219822688
