Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
39.95327332945298 0.02362319695089455 0.022671023529411756 0.0009521734214827937 0.336444981 0.337109329 0.354899142 0.127216994 0.024783321
46.35676882233139 0.03279030911604073 0.022356212908496743 0.010434096207543986 0.336150963 0.336860123 0.355276339 0.12865826 0.0233420677
42.24223789354542 0.02710873143540709 0.022555903594771158 0.004552827840635931 0.336334387 0.337013333 0.355042228 0.127764389 0.0242360383
45.427198377248025 0.031566735510364846 0.02240098611111121 0.009165749399253631 0.33619087 0.33689257 0.355225865 0.128465504 0.0235348629
47.21339542755375 0.03388834966149209 0.022314266830065398 0.01157408283142669 0.336114962 0.336831471 0.355321777 0.128831528 0.0231687875
30.0 0.04164088242487216 0.023184656372549163 0.018456226052323 0.337014879 0.337662019 0.354129033 0.124267101 0.0277334462
36.02774473126185 0.028753647688765673 0.02287166895424844 0.005881978734517235 0.336650276 0.337297802 0.35462735 0.126178408 0.0258221567
49.999397718010954 0.0372831722965746 0.022179136274509816 0.015104036022064782 0.336002539 0.336744414 0.355462602 0.12936811 0.0226322384
33.19385824764721 0.034451547940834965 0.023018469934640434 0.01143307800619453 0.336813161 0.337456287 0.354406694 0.125334554 0.0266659091
38.21555192847848 0.024721517405171308 0.022758956699346407 0.0019625607058249006 0.336533365 0.337188771 0.354783371 0.12677396 0.0252263628
